pc11_state_id,pc11_district_id,year,roads_completed,road_length_km
09,172,2014,16,23.83
09,173,2003,60,96.78000000000002
09,173,2006,2,5
09,173,2007,5,10.700000000000001
09,173,2008,12,16.549999999999997
09,173,2009,9,17.299999999999997
09,173,2010,5,10.15
09,174,2003,1,1.8
09,174,2004,5,14.209999999999999
09,174,2005,15,23.869999999999997
09,174,2006,7,9.55
09,174,2007,12,20.95
09,175,2003,28,46.25999999999999
09,175,2005,18,32.449999999999996
09,175,2006,28,50.80000000000001
09,175,2007,19,38.37
09,175,2008,19,35.95000000000001
09,175,2009,17,26.2
09,175,2014,2,2.08
09,176,2002,13,22.65
09,176,2003,5,8.25
09,176,2005,11,51.8
09,176,2006,4,14.649999999999999
09,176,2007,9,33.65
09,176,2008,11,36.15
09,176,2009,6,8.45
09,176,2010,21,99.86000000000001
09,176,2011,6,15.879999999999999
09,176,2012,1,1.5
09,176,2014,1,0.65
09,177,2003,8,16.889999999999997
09,177,2004,12,28.280000000000005
09,177,2005,16,32.41
09,177,2007,4,16.479999999999997
09,177,2008,52,125.19999999999996
09,177,2009,34,96.41000000000001
09,177,2010,1,1.88
09,177,2014,3,3.55
09,178,2003,2,2
09,178,2004,7,16.5
09,178,2005,3,16.44
09,178,2006,4,15.299999999999999
09,178,2008,5,10.709999999999999
09,178,2009,5,13.530000000000001
09,178,2010,2,2.25
09,178,2013,4,8.2
09,178,2014,5,3.82
09,179,2003,3,8.85
09,179,2005,2,4.8
09,179,2006,1,3
09,179,2007,6,16.4
09,179,2008,56,81.12
09,179,2009,80,157.06999999999996
09,179,2010,31,112.16
09,179,2011,5,22.5
09,179,2014,1,0
09,180,2002,2,3.1
09,180,2003,17,21.3
09,180,2008,5,8.950000000000001
09,180,2009,14,32.56
09,180,2010,5,12.899999999999999
09,180,2011,2,5.3
09,180,2013,11,21.97
09,180,2014,17,30.19
09,181,2002,10,13.95
09,181,2003,9,26
09,181,2005,4,14
09,181,2006,5,24.4
09,181,2007,15,32.5
09,181,2008,2,2.25
09,181,2009,12,24.800000000000004
09,181,2010,2,1.5499999999999998
09,181,2011,1,2.6
09,181,2012,12,20.37
09,181,2013,4,10.09
09,182,2003,12,25.169999999999998
09,182,2004,8,20.16
09,182,2007,4,3.8
09,182,2008,15,24.650000000000006
09,182,2009,7,9.25
09,182,2010,4,21
09,183,2002,16,16.6
09,183,2003,1,3.09
09,183,2004,10,16.72
09,183,2005,15,40.63
09,183,2006,2,4.2
09,183,2007,7,12.9
09,183,2008,3,9.95
09,183,2009,1,2
09,183,2010,4,6.7
09,183,2013,12,20.7
09,183,2014,1,1.15
09,184,2005,16,52.97999999999999
09,184,2007,22,66.73
09,184,2008,21,62.75
09,184,2009,61,159.54000000000008
09,184,2010,8,18.25
09,184,2013,24,41.12
09,184,2014,12,20.13
09,185,2003,24,55.870000000000005
09,185,2004,1,2.3
09,185,2005,28,84.23999999999998
09,185,2006,3,4.2
09,185,2007,49,122.72000000000003
09,185,2008,43,103.29000000000002
09,185,2009,24,52.97999999999999
09,185,2010,8,11.8
09,185,2012,6,8.8
09,185,2013,9,18.1
09,185,2014,9,12.599999999999998
09,186,2002,1,1.18
09,186,2003,13,20.869999999999997
09,186,2004,3,5.53
09,186,2005,4,4.550000000000001
09,186,2006,2,1.7
09,186,2007,27,49.33
09,186,2008,14,24.5
09,186,2009,4,6.1
09,186,2010,4,11.2
09,186,2011,1,3.5
09,187,2002,1,3.7
09,187,2005,2,4.15
09,187,2006,19,39.21999999999999
09,187,2007,5,16.35
09,187,2008,12,18.1
09,187,2010,2,0
09,187,2013,1,0.65
09,187,2014,3,5.3
09,188,2003,52,54.86000000000001
09,188,2004,3,4.13
09,188,2005,34,67.42999999999999
09,188,2006,2,3.9
09,188,2007,35,51.150000000000006
09,188,2008,8,14
09,188,2013,1,2
09,189,2003,25,111.55000000000001
09,189,2005,26,95.55000000000001
09,189,2006,4,10.77
09,189,2007,41,101.07000000000004
09,189,2008,39,97.28999999999998
09,189,2009,17,76.16999999999999
09,189,2010,6,15.939999999999998
09,189,2011,11,45.64
09,189,2012,14,20.990000000000002
09,189,2013,2,5.13
09,190,2003,1,2.4
09,190,2004,8,17.5
09,190,2005,3,4.83
09,190,2006,1,3.1
09,190,2007,5,5.97
09,190,2008,32,76.49000000000001
09,190,2013,1,1
09,191,2003,15,23.43
09,191,2005,1,1.6
09,191,2007,4,6.75
09,191,2008,13,14.350000000000001
09,191,2009,2,1.4
09,191,2010,1,2.2
09,191,2013,4,6.25
09,191,2014,1,2.3
09,192,2002,54,80.63
09,192,2005,2,3.58
09,192,2007,2,3.2
09,192,2008,8,23.229999999999997
09,192,2009,6,9.59
09,192,2011,1,1.2
09,192,2013,14,16.599999999999998
09,192,2014,1,3.5
09,193,2003,16,25.13
09,193,2005,6,20.299999999999997
09,193,2007,1,1.15
09,193,2008,4,10.049999999999999
09,193,2009,5,7.28
09,193,2010,1,4.8
09,193,2011,2,1.7999999999999998
09,193,2013,1,10.3
09,194,2005,45,83.09999999999998
09,194,2006,11,16.669999999999998
09,194,2007,41,54.68
09,194,2008,6,7.6499999999999995
09,194,2009,16,22.310000000000002
09,195,2003,7,8.379999999999999
09,195,2004,9,24.81
09,195,2005,12,20.590000000000003
09,195,2006,2,4.1
09,195,2007,11,36.78
09,195,2008,5,18.67
09,195,2009,10,36.18
09,195,2013,3,7
09,196,2003,11,16.3
09,196,2004,2,3
09,196,2005,22,34.830000000000005
09,196,2006,6,14.17
09,196,2007,4,6.01
09,196,2008,25,40.21999999999999
09,196,2009,2,0
09,196,2011,1,6.6
09,197,2002,24,31.240000000000002
09,197,2003,6,6.65
09,197,2004,1,2
09,197,2005,17,25.85
09,197,2006,8,10.55
09,197,2007,17,18.530000000000005
09,197,2008,4,4.18
09,198,2003,6,9.62
09,198,2004,8,16.65
09,198,2005,20,33.39
09,198,2006,2,2.88
09,198,2007,10,21.34
09,198,2008,6,8.1
09,199,2005,1,2
09,199,2008,29,42.68999999999999
09,199,2009,9,13.23
09,199,2012,1,2.5
09,199,2014,2,2.45
09,200,2005,5,25.99
09,200,2006,2,6.5
09,200,2007,6,17.63
09,200,2008,9,23.7
09,200,2009,10,30.050000000000004
09,200,2010,1,3
09,200,2011,11,50.790000000000006
09,200,2012,3,18.330000000000002
09,200,2013,2,5.4
09,200,2014,3,4.55
09,201,2002,2,5.94
09,201,2003,8,12.36
09,201,2004,3,9.75
09,201,2005,40,83.62000000000002
09,201,2006,7,12.049999999999997
09,201,2007,18,24.830000000000002
09,201,2008,15,26.82
09,201,2009,4,4.9
09,201,2010,1,2.7
09,201,2013,8,11.430000000000001
09,201,2014,5,7.75
09,202,2002,1,1.62
09,202,2003,14,29.2
09,202,2005,26,37.37
09,202,2006,7,8.86
09,202,2007,10,20.339999999999996
09,202,2008,7,17.61
09,202,2009,5,15.030000000000001
09,202,2013,3,3.2
09,202,2014,3,5.52
10,203,2003,2,6.65
10,203,2004,1,3.5
10,203,2005,5,10
10,203,2006,8,12.5
10,203,2010,3,5.75
10,203,2011,6,23.91
10,203,2012,161,723.8400000000001
10,203,2013,49,237.77999999999994
10,203,2014,40,221.93999999999994
10,205,2005,1,0.7
10,205,2009,2,2.6
10,205,2010,1,6
10,205,2011,4,12.14
10,205,2012,17,44.60999999999999
10,205,2013,4,15.43
10,205,2014,2,5.25
10,206,2003,1,0
10,206,2005,1,2
10,206,2006,1,3
10,206,2008,6,9.2
10,206,2009,1,5.6
10,206,2010,4,26
10,206,2011,6,18.07
10,206,2012,52,145.87999999999994
10,206,2013,54,146.47000000000008
10,206,2014,25,86.19
10,207,2003,1,2.9
10,207,2005,1,2.8
10,207,2012,6,16.639999999999997
10,207,2013,7,21.539999999999996
10,207,2014,40,95.64999999999999
10,208,2009,6,29.869999999999997
10,208,2010,8,35.19
10,208,2011,2,13.73
10,208,2012,8,40.440000000000005
10,208,2013,3,13.17
10,208,2014,15,62.77
10,209,2003,1,1
10,209,2005,1,1
10,209,2006,4,7.5
10,209,2007,3,5.35
10,209,2008,6,21.9
10,209,2009,30,182.71999999999997
10,209,2010,50,436.5600000000001
10,209,2011,18,193.95
10,209,2012,64,378.55000000000007
10,209,2013,19,209.77999999999994
10,209,2014,2,6.84
10,210,2004,1,2.5
10,210,2005,5,15.5
10,210,2008,5,41.650000000000006
10,210,2009,8,32.68
10,210,2010,9,45.87
10,210,2011,17,89.56
10,210,2012,9,50.18000000000001
10,210,2013,2,7.06
10,210,2014,12,60.97
10,211,2004,2,6
10,211,2005,1,2.5
10,211,2007,1,0
10,211,2009,13,114.93999999999998
10,211,2010,4,20.080000000000002
10,211,2011,6,41.790000000000006
10,211,2012,159,652.9900000000001
10,211,2013,26,126.43999999999998
10,211,2014,20,77.91000000000001
10,212,2005,1,3
10,212,2008,4,56.44
10,212,2009,3,20.25
10,212,2010,1,3.56
10,212,2011,11,54.64000000000001
10,212,2012,73,495.36000000000007
10,212,2013,15,74.93
10,212,2014,8,21.02
10,213,2005,1,6
10,213,2009,2,5.4399999999999995
10,213,2010,3,4.32
10,213,2011,5,22.09
10,213,2012,3,12.32
10,213,2014,20,76.05000000000001
10,214,2006,1,0
10,214,2011,1,0.8
10,214,2012,19,54.589999999999996
10,214,2013,8,22.09
10,214,2014,5,13.47
10,215,2004,1,2.75
10,215,2006,1,2.5
10,215,2011,1,1.13
10,215,2012,10,22.839999999999996
10,215,2013,23,68.98
10,215,2014,13,29.480000000000004
10,216,2002,1,2.9
10,216,2004,10,32.35
10,216,2005,14,54.64
10,216,2006,3,6.75
10,216,2007,3,19.62
10,216,2008,25,142.08000000000004
10,216,2009,40,196.20999999999998
10,216,2010,47,187.2
10,216,2011,47,174.01999999999998
10,216,2012,26,126.25999999999998
10,216,2013,86,273.13
10,216,2014,11,26.580000000000002
10,217,2004,36,138.3499999999999
10,217,2005,15,91.49999999999999
10,217,2006,1,0
10,217,2010,1,7.93
10,217,2011,11,41.61
10,217,2012,187,944.2800000000009
10,217,2013,8,77.2
10,217,2014,4,9.100000000000001
10,218,2010,1,1.8
10,218,2011,1,4.5
10,218,2012,32,113.67999999999994
10,218,2013,8,37.42
10,218,2014,65,201.11999999999998
10,219,2008,2,3.6
10,219,2009,1,0
10,219,2010,2,5.37
10,219,2011,8,23.959999999999997
10,219,2012,170,697.9700000000006
10,219,2013,67,310.36
10,219,2014,19,99.85000000000001
10,220,2004,1,2.85
10,220,2005,3,8.5
10,220,2008,4,10.020000000000001
10,220,2009,6,36.63
10,220,2010,1,0.85
10,220,2011,12,123.67999999999999
10,220,2012,9,29.549999999999997
10,220,2013,22,66.34000000000002
10,220,2014,28,83.73000000000002
10,220,2015,2,4.28
10,221,2005,3,4.85
10,221,2007,1,6.15
10,221,2008,2,2.83
10,221,2009,1,2.4
10,221,2010,13,108.57
10,221,2011,22,94.26999999999998
10,221,2012,35,97.15999999999998
10,221,2013,37,184
10,221,2014,37,68.46999999999998
10,222,2006,4,10.8
10,222,2008,1,0
10,222,2009,1,6.95
10,222,2010,5,28.340000000000003
10,222,2011,5,33.6
10,222,2012,27,55.59
10,222,2013,7,18.59
10,222,2014,29,61.269999999999996
10,222,2015,2,3.63
10,223,2007,1,0
10,223,2009,4,17.8
10,223,2010,2,3.85
10,223,2012,3,4.21
10,223,2013,6,28.990000000000002
10,223,2014,1,1.39
10,224,2007,1,0
10,224,2008,3,0
10,224,2009,5,50.25
10,224,2010,3,28.49
10,224,2011,7,50.900000000000006
10,224,2012,33,146.78
10,224,2013,21,69.58000000000001
10,224,2014,25,70.29
10,224,2015,2,4.39
10,225,2011,1,2.56
10,225,2012,99,404.9499999999999
10,225,2013,12,59.60000000000001
10,225,2014,9,45.97
10,225,2015,1,1.5
10,226,2010,5,21.72
10,226,2011,3,4.55
10,226,2012,4,5.77
10,226,2013,6,12.26
10,226,2014,17,31.9
10,227,2007,1,2
10,227,2010,1,1.35
10,227,2011,4,12.149999999999999
10,227,2012,5,6.27
10,227,2013,32,80.16000000000001
10,227,2014,8,31.260000000000005
10,228,2004,1,1.25
10,228,2005,5,14.099999999999998
10,228,2006,1,3
10,228,2010,3,6.24
10,228,2014,11,15.6
10,228,2015,2,2.38
10,229,2004,1,3
10,229,2005,2,4
10,229,2006,7,16.2
10,229,2007,8,12.9
10,229,2008,8,13.100000000000001
10,229,2009,5,27.7
10,229,2010,10,37.300000000000004
10,229,2011,5,32.8
10,229,2012,5,44.5
10,229,2013,12,69.4
10,229,2014,14,37.900000000000006
10,229,2015,1,0.92
10,230,2003,6,8
10,230,2004,18,32.75
10,230,2005,11,18
10,230,2006,1,1.5
10,230,2008,1,0
10,230,2009,2,5.7
10,230,2010,10,20.4
10,230,2011,28,82.20000000000003
10,230,2012,26,104.26
10,230,2013,34,77.04
10,230,2014,40,78.68999999999997
10,231,2010,1,3.25
10,231,2011,2,5.6
10,231,2012,28,78.91
10,231,2013,8,13.66
10,231,2014,64,147.61
10,231,2015,2,6.2
10,232,2010,1,2.65
10,232,2011,1,0
10,232,2012,41,94.78000000000003
10,232,2013,44,128.85999999999996
10,232,2014,37,96.66
10,232,2015,4,8.600000000000001
10,233,2009,3,29.659999999999997
10,233,2010,1,11.78
10,233,2011,22,103.24999999999999
10,233,2012,18,73.62
10,233,2013,45,230.1200000000001
10,233,2014,18,114.35
10,233,2015,24,27.970000000000002
10,234,2009,5,36
10,234,2010,15,67.01
10,234,2011,26,118.14999999999999
10,234,2012,46,116.34999999999998
10,234,2013,71,277.1600000000002
10,234,2014,76,276.22
10,234,2015,3,10.56
10,235,2005,23,86.09999999999998
10,235,2006,3,12.4
10,235,2007,2,0
10,235,2008,1,0
10,235,2010,10,26.83
10,235,2011,19,72.22
10,235,2012,134,623.03
10,235,2013,44,231.36
10,235,2014,71,214.13000000000005
10,235,2015,37,96.08000000000003
10,236,2005,2,4.390000000000001
10,236,2006,3,9.5
10,236,2009,13,76.97000000000001
10,236,2010,14,51.85000000000001
10,236,2011,18,74.80999999999999
10,236,2012,37,138.32
10,236,2013,65,177.55000000000007
10,236,2014,71,225.66999999999996
10,237,2004,2,4
10,237,2005,7,32
10,237,2006,3,25
10,237,2007,7,22.5
10,237,2010,5,29.360000000000003
10,237,2011,3,17.65
10,237,2012,12,31.640000000000004
10,237,2013,27,107.13999999999996
10,237,2014,19,75.68
10,238,2006,1,0
10,238,2007,4,14.19
10,238,2008,17,99.74999999999999
10,238,2009,38,332.53999999999996
10,238,2010,30,127.03999999999999
10,238,2011,18,65.32000000000002
10,238,2012,26,127.66000000000001
10,238,2013,34,147.58000000000004
10,238,2014,5,19.939999999999998
10,238,2015,1,3.25
10,239,2006,1,0
10,239,2009,1,0
10,239,2010,9,24.7
10,239,2011,13,41.16
10,239,2012,29,71.33
10,239,2013,2,2.2800000000000002
10,239,2014,40,61.510000000000005
10,239,2015,6,10.440000000000001
10,240,2010,5,9.83
10,240,2011,9,13.119999999999997
10,240,2012,8,11.889999999999999
10,240,2013,2,4.140000000000001
10,240,2014,20,37.800000000000004
10,240,2015,10,18.82
12,245,2004,14,82.02000000000001
12,245,2006,2,30
12,245,2008,1,3
12,245,2009,1,2
12,245,2011,5,21.6
12,245,2012,18,127.55
12,245,2013,3,47.31
12,246,2004,9,39.12
12,246,2007,1,3.47
12,246,2009,1,11
12,246,2010,3,63.599999999999994
12,246,2011,1,14.73
12,246,2012,3,14.190000000000001
12,246,2013,11,95.39
12,247,2001,1,2
12,247,2003,3,22.64
12,247,2008,4,44.49
12,247,2011,6,66.25
12,247,2012,2,9.6
12,247,2013,11,172.79000000000002
12,247,2014,3,105.03
12,248,2001,1,2
12,248,2003,1,7
12,248,2004,3,36.89
12,248,2009,10,128.9
12,248,2013,7,155.68
12,249,2001,3,8.1
12,249,2004,11,43.55
12,249,2005,2,15
12,249,2009,2,24
12,249,2010,8,80
12,249,2011,3,38.099999999999994
12,249,2012,1,13
12,249,2013,10,99.97
12,249,2014,8,99.18
12,250,2001,8,12.1
12,250,2002,2,6
12,250,2003,4,29.439999999999998
12,250,2004,7,41.1
12,250,2005,1,5.31
12,250,2007,23,117.08999999999999
12,250,2009,6,32
12,250,2010,7,60.71
12,250,2011,4,73.69
12,250,2012,4,24
12,250,2013,5,39.120000000000005
12,250,2014,3,54.03
12,251,2001,5,15
12,251,2003,9,22.57
12,251,2005,1,4.5
12,251,2007,1,1.17
12,251,2008,2,5
12,251,2009,4,15.2
12,251,2010,2,3.5700000000000003
12,251,2011,2,4.140000000000001
12,251,2013,4,18.06
12,252,2001,2,6
12,252,2003,1,2.02
12,252,2004,3,21.35
12,252,2008,2,2.74
12,252,2009,1,5.7
12,252,2011,2,23
12,253,2001,13,37.2
12,253,2003,1,10
12,253,2005,1,9.57
12,253,2008,9,40.5
12,253,2009,1,4.5
12,253,2010,5,19.23
12,253,2011,14,117.18999999999996
12,253,2012,1,6.15
12,253,2013,8,106.31999999999996
12,253,2014,3,8.19
12,254,2001,3,4.35
12,254,2003,4,23.72
12,254,2004,2,9
12,254,2006,1,1.65
12,254,2007,2,10.5
12,254,2008,1,8.3
12,254,2009,3,11.280000000000001
12,254,2010,2,3
12,254,2011,9,158.95999999999998
12,254,2012,1,14.51
12,254,2013,1,4.68
12,255,2003,2,7.8
12,255,2007,2,14.84
12,255,2009,2,43.08
12,255,2011,4,72.64
12,256,2004,1,1.75
12,256,2005,3,15
12,256,2010,2,11.7
12,256,2014,14,271.44999999999993
12,258,2001,1,0
12,258,2005,1,13
12,258,2007,1,1.5
12,259,2001,2,3
12,259,2003,12,84.89
12,259,2004,2,13.55
12,259,2009,4,38.16
12,259,2010,2,3.9
12,259,2011,6,35.510000000000005
12,259,2013,9,72.96000000000001
12,259,2014,1,8.04
12,260,2002,4,31.44
12,260,2013,12,130.79999999999998
12,260,2014,24,407.70999999999987
14,272,2005,5,66.03
14,272,2006,1,3
14,272,2008,1,3.11
14,272,2009,16,153.45
14,272,2010,8,107.89999999999999
14,272,2011,20,190.49999999999997
14,272,2012,5,28.15
14,272,2013,18,203.82
14,272,2014,7,70.06
14,272,2015,3,16.62
14,273,2004,1,7.23
14,273,2005,2,23.310000000000002
14,273,2006,1,16
14,273,2008,1,12.23
14,273,2009,1,9.76
14,273,2010,1,7.85
14,273,2011,3,31.71
14,273,2012,3,75.84
14,273,2013,9,98
14,273,2014,17,228.03999999999996
14,274,2002,1,0.4
14,274,2005,4,24.019999999999996
14,274,2008,7,87.95999999999998
14,274,2009,3,46.1
14,274,2010,14,150.67000000000002
14,274,2011,9,57.330000000000005
14,274,2012,14,242.04000000000002
14,274,2013,7,79.48
14,274,2014,14,154.99
14,277,2009,2,6.92
14,277,2010,1,3.66
14,277,2012,1,9
14,278,2008,5,23.5
14,278,2009,1,10.35
14,278,2010,2,7.12
14,278,2011,7,33.39
14,278,2012,3,11.17
14,278,2013,3,16.64
14,279,2005,2,37.51
14,279,2009,2,25.57
14,279,2011,2,27.04
14,279,2012,3,46.75
14,279,2013,7,94.17
14,279,2014,7,100
14,280,2008,9,93
14,280,2009,5,75
14,280,2010,15,92.97999999999999
14,280,2011,12,136.17000000000002
14,280,2012,3,30
14,280,2013,16,123.19999999999999
14,280,2014,7,91
14,280,2015,1,7
17,295,2009,2,5
17,295,2010,3,7.5
18,300,2003,14,51.96999999999999
18,300,2004,2,1.28
18,300,2005,1,8.6
18,300,2006,8,73.4
18,300,2007,9,105.59999999999998
18,300,2008,15,93.98
18,300,2009,43,217.10000000000002
18,300,2010,27,168.11
18,300,2011,52,302.9000000000001
18,300,2012,56,387.73999999999984
18,300,2013,44,150.00999999999988
18,300,2014,24,107.56
18,301,2003,32,33.96
18,301,2004,1,1.85
18,301,2005,1,0.53
18,301,2006,5,28.52
18,301,2007,10,31.490000000000002
18,301,2008,25,243.39
18,301,2009,37,147.88
18,301,2010,18,51.52
18,301,2011,73,167.70999999999995
18,301,2012,29,81.17999999999999
18,301,2013,31,72.9
18,301,2014,4,4.9
18,301,2015,1,1.5
18,302,2003,17,40.94
18,302,2006,16,66.46
18,302,2007,8,24.099999999999998
18,302,2009,16,76.28999999999999
18,302,2010,14,41.410000000000004
18,302,2011,23,77.29000000000002
18,302,2012,31,101.92999999999999
18,302,2013,7,27.03
18,302,2014,11,22.93
18,302,2015,6,16.490000000000002
18,303,2003,7,13.91
18,303,2006,22,140.80999999999997
18,303,2007,6,46.99
18,303,2008,45,186.89000000000001
18,303,2009,45,310.5999999999999
18,303,2010,41,209.61999999999995
18,303,2011,68,308.84000000000003
18,303,2012,78,317.46000000000004
18,303,2013,53,212.45000000000005
18,303,2014,25,79.71000000000001
18,304,2003,12,29.690000000000005
18,304,2006,11,142.68
18,304,2007,4,27.53
18,304,2008,4,19.52
18,304,2009,23,130.85000000000002
18,304,2010,8,39.739999999999995
18,304,2011,21,223.31
18,304,2012,18,103.59
18,304,2013,27,154.99999999999997
18,304,2014,24,111.68
18,305,2001,3,2.02
18,305,2002,9,6.67
18,305,2003,11,9.62
18,305,2005,16,105.93
18,305,2006,25,153.82999999999998
18,305,2007,31,85.59
18,305,2008,16,50.540000000000006
18,305,2009,35,167.48000000000002
18,305,2010,26,83.01
18,305,2011,35,95.21000000000001
18,305,2012,45,208.34000000000003
18,305,2013,39,139.21000000000004
18,305,2014,35,171.5
18,306,2004,28,44.43000000000001
18,306,2005,9,96.32
18,306,2006,8,34.5
18,306,2007,29,172.54
18,306,2008,10,62.720000000000006
18,306,2009,25,170.23999999999998
18,306,2010,22,116.72000000000001
18,306,2011,28,182.35
18,306,2012,34,272.73999999999995
18,306,2013,19,99.28000000000002
18,306,2014,13,50.900000000000006
18,306,2015,1,2.5
18,307,2003,5,10.469999999999999
18,307,2005,1,2.55
18,307,2006,1,8.2
18,307,2007,7,31.599999999999998
18,307,2009,49,217.51000000000005
18,307,2010,15,46.449999999999996
18,307,2011,28,125.70000000000002
18,307,2012,30,212.23000000000005
18,307,2013,30,136.61000000000004
18,307,2014,14,69.43
18,307,2015,1,1.5
18,308,2003,14,32.65
18,308,2004,9,16.540000000000003
18,308,2006,1,4
18,308,2007,17,41.980000000000004
18,308,2008,16,73.1
18,308,2009,23,58.67000000000002
18,308,2010,21,154.22000000000006
18,308,2011,93,465.1899999999998
18,308,2012,94,550.1700000000005
18,308,2013,52,273.12999999999994
18,308,2014,49,354.20999999999987
18,309,2002,4,2.4499999999999997
18,309,2003,3,4.140000000000001
18,309,2004,12,56.050000000000004
18,309,2006,9,32.75
18,309,2007,1,2
18,309,2008,13,65.55000000000001
18,309,2009,32,208.53999999999996
18,309,2010,13,60.64999999999999
18,309,2011,33,163.33999999999997
18,309,2012,5,12.8
18,309,2013,10,86.15
18,309,2014,7,74.95
18,309,2015,4,5.8
18,310,2003,9,9.950000000000001
18,310,2004,11,13
18,310,2006,1,9
18,310,2007,10,92.67
18,310,2008,19,72.89
18,310,2009,33,147.9
18,310,2010,15,45.07
18,310,2011,4,20.36
18,310,2012,10,52.06
18,310,2013,11,49.22
18,310,2014,12,49.879999999999995
18,311,2003,3,2.4
18,311,2004,11,13.670000000000002
18,311,2006,1,5.14
18,311,2007,6,35.74
18,311,2008,16,126.01999999999998
18,311,2009,14,60.220000000000006
18,311,2010,8,23.88
18,311,2011,6,17.04
18,311,2012,6,13.42
18,311,2013,27,74.69000000000001
18,311,2014,24,76.71
18,312,2003,5,9.09
18,312,2004,1,1
18,312,2005,4,11.819999999999999
18,312,2006,13,113.8
18,312,2007,3,6.5
18,312,2008,4,12.940000000000001
18,312,2009,11,39.41
18,312,2010,16,79.49000000000001
18,312,2011,15,64.98
18,312,2012,20,72.96
18,312,2013,30,77.74999999999999
18,312,2014,6,14.34
18,313,2003,7,13.69
18,313,2004,4,23.08
18,313,2005,3,12.600000000000001
18,313,2007,20,129.7
18,313,2008,20,126.15
18,313,2009,34,189.64999999999998
18,313,2010,40,204.46
18,313,2011,27,129.93
18,313,2012,44,224.26
18,313,2013,45,219.60999999999999
18,313,2014,25,113.95999999999997
18,313,2015,3,6.970000000000001
18,314,2003,6,10.49
18,314,2004,10,16.240000000000002
18,314,2005,1,1.73
18,314,2006,5,16.6
18,314,2008,9,51
18,314,2009,28,100.79
18,314,2010,4,23.9
18,314,2011,7,33.48
18,314,2012,1,4
18,314,2013,5,17
18,314,2014,1,3
18,315,2003,3,5.22
18,315,2004,2,1.5699999999999998
18,315,2006,2,5.5
18,315,2007,13,43.410000000000004
18,315,2008,2,13.7
18,315,2009,1,6.62
18,315,2012,2,17
18,316,2003,5,12.55
18,316,2006,2,7.2700000000000005
18,316,2007,1,14.65
18,316,2008,3,14.370000000000001
18,316,2009,4,13.129999999999999
18,316,2010,3,12.77
18,316,2011,2,8.530000000000001
18,316,2012,1,14
18,316,2013,5,24.45
18,316,2014,3,13
18,317,2003,6,18.08
18,317,2004,21,44.57000000000001
18,317,2005,6,18.9
18,317,2006,18,61.900000000000006
18,317,2008,4,26.41
18,317,2009,22,46.87000000000001
18,317,2010,10,29.940000000000005
18,317,2011,15,32.44
18,317,2012,36,165.5
18,317,2013,13,58.6
18,318,2003,4,20.44
18,318,2004,6,19.8
18,318,2005,3,19.44
18,318,2007,3,7.800000000000001
18,318,2008,10,25.830000000000002
18,318,2010,5,11.7
18,318,2011,11,40.85
18,318,2012,18,117.91000000000001
18,318,2013,10,31.479999999999997
18,318,2014,4,11.440000000000001
18,319,2002,1,0.56
18,319,2003,20,48.37000000000001
18,319,2005,12,58.92
18,319,2006,4,13.21
18,319,2008,26,135.4
18,319,2009,19,100.42
18,319,2010,33,105.05
18,319,2011,27,89.88
18,319,2012,7,22.700000000000003
18,319,2013,8,49.4
18,319,2014,7,26.96
18,320,2002,2,1.1600000000000001
18,320,2003,9,19.669999999999998
18,320,2004,1,3.48
18,320,2005,9,74.42999999999998
18,320,2006,5,31.05
18,320,2008,9,30.36
18,320,2009,7,26.7
18,320,2010,6,18.5
18,320,2011,9,27.55
18,320,2012,14,109.55
18,320,2013,14,90.25000000000001
18,320,2014,11,35.96
18,320,2015,3,11.7
18,321,2002,2,1.48
18,321,2003,19,39.43000000000001
18,321,2004,5,10.280000000000001
18,321,2005,21,94.72999999999999
18,321,2006,21,131.47
18,321,2007,21,74.75
18,321,2008,29,184.41000000000005
18,321,2009,47,330.8200000000001
18,321,2010,23,121.08
18,321,2011,79,390.40999999999985
18,321,2012,50,192.71000000000004
18,321,2013,34,130.38000000000002
18,321,2014,10,45.24
18,322,2003,3,2.62
18,322,2006,2,8.24
18,322,2008,2,7.5
18,322,2009,1,7.49
18,322,2010,1,2.84
18,322,2011,6,17.439999999999998
18,322,2012,4,5.7
18,322,2013,6,13.68
18,322,2014,1,5
18,323,2003,11,11.94
18,323,2005,3,10.19
18,323,2006,13,105.49999999999999
18,323,2007,15,59.239999999999995
18,323,2008,11,27.67
18,323,2009,32,105.27999999999999
18,323,2010,10,24.35
18,323,2011,19,63.83
18,323,2012,8,26.580000000000002
18,323,2013,8,22.82
18,323,2014,12,39.839999999999996
18,324,2003,16,14
18,324,2004,2,1.89
18,324,2005,2,3.35
18,324,2006,8,106.41
18,324,2007,10,53.209999999999994
18,324,2008,10,55.92
18,324,2009,20,82.47999999999999
18,324,2010,22,150.28000000000003
18,324,2011,45,375.43
18,324,2012,24,160.29000000000005
18,324,2013,45,195.25000000000006
18,324,2014,30,112.32999999999998
18,325,2002,4,4.2
18,325,2003,3,9.879999999999999
18,325,2005,11,106.49999999999999
18,325,2006,21,133.03999999999996
18,325,2007,9,39.44
18,325,2008,8,44.24999999999999
18,325,2009,14,59.10999999999999
18,325,2010,24,80.59
18,325,2011,50,267.41
18,325,2012,33,121.58
18,325,2013,15,64.97
18,325,2014,8,29.05
18,326,2002,1,1.23
18,326,2003,8,19.7
18,326,2006,2,8.4
18,326,2007,2,20.38
