pc11_state_id,pc11_district_id,year,dmsp_total_light_cal
09,133,2002,33417.404296875
09,133,2003,30716.1337890625
09,133,2004,31248.263671875
09,133,2005,29220.9140625
09,133,2006,32640.431640625
09,133,2007,34537.638671875
09,133,2008,34191.984375
09,133,2009,36593.48828125
09,133,2010,43635.4375
09,133,2011,42535.26953125
09,133,2012,45358.76953125
09,133,2013,46343.875
09,134,1994,24893.837890625
09,134,1995,29513.98828125
09,134,1996,30052.70703125
09,134,1997,22423.501953125
09,134,1998,28226.94140625
09,134,1999,15093.0048828125
09,134,2000,22950.3388671875
09,134,2001,25742.447265625
09,134,2002,19299.49365234375
09,134,2003,14954.0791015625
09,134,2004,18701.4208984375
09,134,2005,17647.0166015625
09,134,2006,19378.1728515625
09,134,2007,27496.4814453125
09,134,2008,25681.3828125
09,134,2009,22608.279296875
09,134,2010,35579.32421875
09,134,2011,28631.634765625
09,134,2012,27747.767578125
09,134,2013,26516.10546875
09,135,1994,25948.39453125
09,135,1995,28517.359375
09,135,1996,30164.6796875
09,135,1997,21893.3310546875
09,135,1998,26694.8603515625
09,135,1999,23584.1064453125
09,135,2000,28413.986328125
09,135,2001,26649.9248046875
09,135,2002,25987.3154296875
09,135,2003,27102.4794921875
09,135,2004,30608.2568359375
09,135,2005,23082.791015625
09,135,2006,29452.625
09,135,2007,31433.9658203125
09,135,2008,29418.775390625
09,135,2009,26819.548828125
09,135,2010,37823.83984375
09,135,2011,33508.515625
09,135,2012,35317.234375
09,135,2013,34552.1484375
09,136,1994,16947.640625
09,136,1995,17857.36328125
09,136,1996,20786.66015625
09,136,1997,14488.29638671875
09,136,1998,16092.37353515625
09,136,1999,12570.28173828125
09,136,2000,15445.6923828125
09,136,2001,15260.1572265625
09,136,2002,13526.38916015625
09,136,2003,12391.1923828125
09,136,2004,13335.791015625
09,136,2005,11918.71142578125
09,136,2006,15179.6162109375
09,136,2007,17854.2978515625
09,136,2008,16557.1484375
09,136,2009,15674.763671875
09,136,2010,22941.025390625
09,136,2011,21854.732421875
09,136,2012,24384.033203125
09,136,2013,23348.869140625
09,137,1994,14161.1552734375
09,137,1995,16621.34765625
09,137,1996,17507.689453125
09,137,1997,10673.482421875
09,137,1998,15032.6806640625
09,137,1999,9459.82421875
09,137,2000,12372.052734375
09,137,2001,13337.822265625
09,137,2002,13363.8955078125
09,137,2003,13852.70654296875
09,137,2004,15042.40576171875
09,137,2005,13280.8896484375
09,137,2006,13263.8427734375
09,137,2007,15436.13720703125
09,137,2008,13744.5751953125
09,137,2009,11967.7666015625
09,137,2010,16837.72265625
09,137,2011,15213.5361328125
09,137,2012,16309.814453125
09,137,2013,18109.505859375
09,138,1994,37162.01171875
09,138,1995,37810.74609375
09,138,1996,37375.8828125
09,138,1997,33194.541015625
09,138,1998,36400.658203125
09,138,1999,27637.0322265625
09,138,2000,31837.728515625
09,138,2001,32890.78515625
09,138,2002,31054.3310546875
09,138,2003,28745.5673828125
09,138,2004,28745.98828125
09,138,2005,28419.2890625
09,138,2006,30443.26953125
09,138,2007,32803.76953125
09,138,2008,32430.361328125
09,138,2009,33664.2734375
09,138,2010,36743.7578125
09,138,2011,36278.89453125
09,138,2012,39351.1953125
09,138,2013,39590.2109375
09,139,1994,12764.5390625
09,139,1995,13356.4287109375
09,139,1996,15426.265625
09,139,1997,11065.53466796875
09,139,1998,12996.96240234375
09,139,1999,9102.75341796875
09,139,2000,10978.1787109375
09,139,2001,12224.52587890625
09,139,2002,12178.08447265625
09,139,2003,11117.7763671875
09,139,2004,10922.3955078125
