pc11_state_id,pc11_district_id,year,dmsp_total_light_cal,roads_completed,road_length_km,tot_p,sc_share,st_share,lit_rate,lfp_rate,ec_emp_all,ec_count_all,ec_emp_manuf,ec_emp_services,winning_party,incumbent_won
01,001,2011,8314.458984375,4,30.4,870354,0.00120410775385647,0.08083147776651799,0.5051438839828392,0.2631848650089504,25709,13577,4613,20684,NC-INC,No
01,001,2012,8448.0185546875,4,15,870354,0.00120410775385647,0.08083147776651799,0.5051438839828392,0.2631848650089504,25709,13577,4613,20684,NC-INC,No
01,001,2013,8830.625,6,27.63,870354,0.00120410775385647,0.08083147776651799,0.5051438839828392,0.2631848650089504,43585,22204,5606,37862,NC-INC,No
01,002,1994,1320.5167846679688,NA,NA,1583760,9.04808809415568e-4,0.01011201192099813,0.4885437187452644,0.33477041976056976,NA,NA,NA,NA,NC-INC,Yes
01,002,1995,1294.1822509765625,NA,NA,1583760,9.04808809415568e-4,0.01011201192099813,0.4885437187452644,0.33477041976056976,NA,NA,NA,NA,NC-INC,Yes
01,002,1996,2104.0224609375,NA,NA,1583760,9.04808809415568e-4,0.01011201192099813,0.4885437187452644,0.33477041976056976,NA,NA,NA,NA,NC,No
01,002,1997,2902.5123291015625,NA,NA,1583760,9.04808809415568e-4,0.01011201192099813,0.4885437187452644,0.33477041976056976,NA,NA,NA,NA,NC,No
01,002,1998,3137.49072265625,NA,NA,1583760,9.04808809415568e-4,0.01011201192099813,0.4885437187452644,0.33477041976056976,92323,38863,23004,69319,NC,No
01,002,1999,1917.9273681640625,NA,NA,1583760,9.04808809415568e-4,0.01011201192099813,0.4885437187452644,0.33477041976056976,92323,38863,23004,69319,NC,No
01,002,2000,3795.546020507813,NA,NA,1583760,9.04808809415568e-4,0.01011201192099813,0.4885437187452644,0.33477041976056976,92323,38863,23004,69319,NC,No
